,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,rating,department,classroom
7,AAO4010-001,AAO4010,1,NCS직업기초능력,4,2.0,일반선택,[      0       0 7864320       0       0       0       0],황사연,Pass/Fail,일학습병행 NCS 참여학생 수강,,기타-NCS과목,{'수': '6-427'}
60,ACE2104-001,ACE2104,1,통계학,2,3.0,교양필수,[      0       0 4128768       0       0       0       0],이한청,상대평가,선수,4.93,건축학부-건축공학,{'수': '4-421'}
64,ACE2104-005,ACE2104,5,통계학,2,3.0,교양필수,[      0       0 3670912       0 3670912       0       0],우화형,상대평가, ,4.75,컴퓨터공학과-컴퓨터공학,"{'수': '하-001', '금': '하-001'}"
92,AIE2009-001,AIE2009,1,오픈소스SW개론,2,3.0,전공선택,[       0        0 33030144        0        0        0        0],김도국,상대평가, ,3.23,인공지능공학과-인공지능공학,{'수': '하-120'}
101,AIS4010-001,AIS4010,1,인공지능반도체 설계프로젝트,4,3.0,전공필수,[      0       0 7864368       0       0 7864368       0],"이한호,송병철,전재훈",Pass/Fail, ,,정보통신공학과-인공지능반도체공학,"{'수': '하-426', '토': '하-426'}"
153,ARC4115-001,ARC4115,1,실내건축계획,4,3.0,전공선택,[      0       0 4128768       0       0       0       0],김광호,상대평가,"대상학년은 4학년이나, 5학년도 수강해도 무방함.",,건축학부-건축학,{'수': '2남414'}
177,ARE3403-001,ARE3403,1,건축공학일반설계,3,3.0,전공필수,[       0        0 33030144        0        0        0        0],문봉호,상대평가,선수,,건축학부-건축공학,{'수': '2남229'}
358,BUS3508-002,BUS3508,2,제품과 브랜드관리,전체,3.0,전공선택,[      0       0 4128768       0       0       0       0],김정원,상대평가, ,,경영학과-경영학,{'수': '6-327'}
365,BUS3701-003,BUS3701,3,CSR경영전략과 사례,전체,3.0,전공선택,[      0       0 4128768       0       0       0       0],신혜미,절대평가,"영어,English",,경영학과-경영학,{'수': '6-126'}
404,CBA1104-007,CBA1104,7,통계학,1,3.0,교양필수,[       0        0 33030144        0        0        0        0],홍진영,상대평가, ,4.58,국제통상학과-국제통상학,{'수': '6-624'}
492,CDN2314-004,CDN2314,4,타이포그래피,2,3.0,전공선택,[      0       0 4128768       0       0       0       0],김진희,절대평가, ,,디자인융합학과-디자인융합학,{'수': '서-110'}
535,CHE3202-003,CHE3202,3,화학공학실험,3,2.0,전공필수,[       0        0 16711680        0        0        0        0],심봉섭,절대평가, ,1.86,화학공학과-화학공학,{'수': '1-029'}
623,CHM3109-002,CHM3109,2,물리화학실험,3,2.0,전공필수,[       0        0 16711680        0        0        0        0],김명웅,절대평가, ,3.75,화학과-화학,{'수': '5동413'}
624,CHM3109-003,CHM3109,3,물리화학실험,3,2.0,전공필수,[       0        0 16711680        0        0        0        0],양상희,절대평가, ,,화학과-화학,{'수': '5서563'}
635,CHM4409-003,CHM4409,3,분석 및 기기분석 화학실험,2,2.0,전공필수,[        0         0 133693440         0         0         0         0],노철언,절대평가, ,1.2,화학과-화학,{'수': '5동411A'}
680,CIV1611-003,CIV1611,3,건설재료실험,1,3.0,전공필수,[      0 7864320 7864320       0       0       0       0],정진훈,절대평가, ,4.59,사회인프라공학과-사회인프라공학,"{'화': '2남228', '수': '2남227'}"
708,CIV4990-001,CIV4990,1,건설종합설계,4,3.0,전공필수,[      0       0 4128768       0       0       0       0],"신도형,송기일",상대평가, ,,사회인프라공학과-사회인프라공학,{'수': '2남225'}
709,CIV4990-002,CIV4990,2,건설종합설계,4,3.0,전공필수,[      0       0 4128768       0       0       0       0],"신도형,김수전",상대평가, ,5.0,사회인프라공학과-사회인프라공학,{'수': '2남228'}
782,CSE2113-003,CSE2113,3,오픈소스SW개론,2,3.0,전공선택,[       0        0 33030144        0        0        0        0],김도국,상대평가,선수,3.23,컴퓨터공학과-컴퓨터공학,{'수': '하-120'}
